va	rva	file_off	encoding	text
0x6ffbf6	0x2ffbf6	0x2ffbf6	utf16le	Z珐_焰_渐_淠_滀_濐_獰_玠_獀_牐_牰_琀_
0x6ffc36	0x2ffc36	0x2ffc36	utf16le	`泰_呃浩
0x6ffc3c	0x2ffc3c	0x2ffc3c	ascii	CTime(invalid #
0x6ffc50	0x2ffc50	0x2ffc50	ascii	"CTime("""
0x6ffc5c	0x2ffc5c	0x2ffc5c	ascii	CTimeSpan(
0x6ffc68	0x2ffc68	0x2ffc68	ascii	 days, 
0x6ffc6e	0x2ffc6e	0x2ffc6e	utf16le	 栠畯獲
0x6ffc70	0x2ffc70	0x2ffc70	ascii	 hours, 
0x6ffc7c	0x2ffc7c	0x2ffc7c	ascii	 minutes and 
0x6ffc7c	0x2ffc7c	0x2ffc7c	utf16le	洠湩瑵獥愠摮 
0x6ffc8c	0x2ffc8c	0x2ffc8c	ascii	 seconds)
0x6ffc8c	0x2ffc8c	0x2ffc8c	utf16le	猠捥湯獤)
0x6ffc98	0x2ffc98	0x2ffc98	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\timecore.cpp
0x6ffcd0	0x2ffcd0	0x2ffcd0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x6ffd08	0x2ffd08	0x2ffd08	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x6ffd40	0x2ffd40	0x2ffd40	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x6ffd78	0x2ffd78	0x2ffd78	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x6ffdb0	0x2ffdb0	0x2ffdb0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x6ffde8	0x2ffde8	0x2ffde8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x6ffe20	0x2ffe20	0x2ffe20	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x6ffe58	0x2ffe58	0x2ffe58	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x6ffe90	0x2ffe90	0x2ffe90	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x6ffec8	0x2ffec8	0x2ffec8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x6fff00	0x2fff00	0x2fff00	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x6fff38	0x2fff38	0x2fff38	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x6fff70	0x2fff70	0x2fff70	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x6fffa8	0x2fffa8	0x2fffa8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x6fffe0	0x2fffe0	0x2fffe0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700018	0x300018	0x300018	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700050	0x300050	0x300050	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700088	0x300088	0x300088	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7000c0	0x3000c0	0x3000c0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7000f8	0x3000f8	0x3000f8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700130	0x300130	0x300130	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700168	0x300168	0x300168	ascii	mscoree.dll
0x700170	0x300170	0x300170	utf16le	汤l慦汵整
0x700174	0x300174	0x300174	ascii	faulted while dumping object at $%p, %u bytes long\n
0x7001a2	0x3001a2	0x3001a2	utf16le	潬杮\n湡椠癮污摩漠橢捥
0x7001a8	0x3001a8	0x3001a8	ascii	an invalid object at $%p, %u bytes long\n
0x7001d8	0x3001d8	0x3001d8	ascii	a %hs object at $%p, %u bytes long\n
0x7001f6	0x3001f6	0x3001f6	utf16le	潬杮\n慦汵整
0x7001fc	0x3001fc	0x3001fc	ascii	faulted while dumping object at $%p, %u bytes long\n
0x700230	0x300230	0x300230	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\dumpinit.cpp
0x700268	0x300268	0x300268	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\dumpinit.cpp
0x7002a0	0x3002a0	0x3002a0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\dumpinit.cpp
0x7002d8	0x3002d8	0x3002d8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\dumpinit.cpp
0x700310	0x300310	0x300310	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\dumpinit.cpp
0x700348	0x300348	0x300348	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\dumpinit.cpp
0x700380	0x300380	0x300380	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7003b8	0x3003b8	0x3003b8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7003f0	0x3003f0	0x3003f0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700428	0x300428	0x300428	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700460	0x300460	0x300460	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700498	0x300498	0x300498	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7004d0	0x3004d0	0x3004d0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700508	0x300508	0x300508	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700540	0x300540	0x300540	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700578	0x300578	0x300578	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7005b0	0x3005b0	0x3005b0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7005e8	0x3005e8	0x3005e8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700620	0x300620	0x300620	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700658	0x300658	0x300658	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700690	0x300690	0x300690	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7006c8	0x3006c8	0x3006c8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700700	0x300700	0x300700	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700738	0x300738	0x300738	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700770	0x300770	0x300770	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7007a8	0x3007a8	0x3007a8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7007e0	0x3007e0	0x3007e0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700820	0x300820	0x300820	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winmini.cpp
0x700858	0x300858	0x300858	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winmini.cpp
0x700890	0x300890	0x300890	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winmini.cpp
0x7008c8	0x3008c8	0x3008c8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winmini.cpp
0x700900	0x300900	0x300900	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winmini.cpp
0x700938	0x300938	0x300938	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winmini.cpp
0x700970	0x300970	0x300970	ascii	CMiniFrameWnd
0x700976	0x300976	0x300976	utf16le	慲敭湗d
0x700980	0x300980	0x300980	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7009b8	0x3009b8	0x3009b8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7009f0	0x3009f0	0x3009f0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700a28	0x300a28	0x300a28	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700a60	0x300a60	0x300a60	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700a98	0x300a98	0x300a98	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700ad0	0x300ad0	0x300ad0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700b08	0x300b08	0x300b08	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700b40	0x300b40	0x300b40	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700b78	0x300b78	0x300b78	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700bb0	0x300bb0	0x300bb0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700be8	0x300be8	0x300be8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700c20	0x300c20	0x300c20	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700c58	0x300c58	0x300c58	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700c90	0x300c90	0x300c90	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700cc8	0x300cc8	0x300cc8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700d00	0x300d00	0x300d00	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700d38	0x300d38	0x300d38	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700d70	0x300d70	0x300d70	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700da8	0x300da8	0x300da8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700de0	0x300de0	0x300de0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x700f8a	0x300f8a	0x300f8a	utf16le	U俀V俠V
0x70102a	0x30102a	0x30102a	utf16le	V啀V墰V夐V偐V傀V
0x7010a8	0x3010a8	0x3010a8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x7010e0	0x3010e0	0x3010e0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x701118	0x301118	0x301118	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x701150	0x301150	0x301150	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x701188	0x301188	0x301188	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x7011c0	0x3011c0	0x3011c0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x7011f8	0x3011f8	0x3011f8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x701230	0x301230	0x301230	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x701268	0x301268	0x301268	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x7012a0	0x3012a0	0x3012a0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x7012d8	0x3012d8	0x3012d8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x701310	0x301310	0x301310	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x701348	0x301348	0x301348	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x701380	0x301380	0x301380	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x7013b8	0x3013b8	0x3013b8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x7013f0	0x3013f0	0x3013f0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x701428	0x301428	0x301428	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x701460	0x301460	0x301460	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x701498	0x301498	0x301498	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x7014d0	0x3014d0	0x3014d0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x701508	0x301508	0x301508	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x701540	0x301540	0x301540	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x701578	0x301578	0x301578	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x7015b0	0x3015b0	0x3015b0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x7015e8	0x3015e8	0x3015e8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\winfrm2.cpp
0x701620	0x301620	0x301620	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701658	0x301658	0x301658	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701690	0x301690	0x301690	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7016c8	0x3016c8	0x3016c8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701700	0x301700	0x301700	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701738	0x301738	0x301738	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701770	0x301770	0x301770	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7017a8	0x3017a8	0x3017a8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7017e0	0x3017e0	0x3017e0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701818	0x301818	0x301818	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701850	0x301850	0x301850	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701888	0x301888	0x301888	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7018c0	0x3018c0	0x3018c0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7018f8	0x3018f8	0x3018f8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701930	0x301930	0x301930	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701968	0x301968	0x301968	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7019a0	0x3019a0	0x3019a0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7019d8	0x3019d8	0x3019d8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701a10	0x301a10	0x301a10	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701a48	0x301a48	0x301a48	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701a80	0x301a80	0x301a80	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701ab8	0x301ab8	0x301ab8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701af0	0x301af0	0x301af0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701b28	0x301b28	0x301b28	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701b60	0x301b60	0x301b60	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701b98	0x301b98	0x301b98	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701bd0	0x301bd0	0x301bd0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701c08	0x301c08	0x301c08	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701c40	0x301c40	0x301c40	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701c78	0x301c78	0x301c78	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701cb0	0x301cb0	0x301cb0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701ce8	0x301ce8	0x301ce8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701d20	0x301d20	0x301d20	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701d58	0x301d58	0x301d58	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701d90	0x301d90	0x301d90	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701dc8	0x301dc8	0x301dc8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701e00	0x301e00	0x301e00	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701e38	0x301e38	0x301e38	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701e70	0x301e70	0x301e70	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701ea8	0x301ea8	0x301ea8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701ee0	0x301ee0	0x301ee0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701f18	0x301f18	0x301f18	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x701f50	0x301f50	0x301f50	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oletyplb.cpp
0x701f88	0x301f88	0x301f88	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oletyplb.cpp
0x701fc0	0x301fc0	0x301fc0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oletyplb.cpp
0x701ff8	0x301ff8	0x301ff8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oletyplb.cpp
0x702030	0x302030	0x302030	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oletyplb.cpp
0x702068	0x302068	0x302068	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oletyplb.cpp
0x7020a0	0x3020a0	0x3020a0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oletyplb.cpp
0x7020d8	0x3020d8	0x3020d8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oletyplb.cpp
0x702110	0x302110	0x302110	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oletyplb.cpp
0x702148	0x302148	0x302148	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oletyplb.cpp
0x702180	0x302180	0x302180	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oletyplb.cpp
0x7021b8	0x3021b8	0x3021b8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oletyplb.cpp
0x7021f0	0x3021f0	0x3021f0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oletyplb.cpp
0x702228	0x302228	0x302228	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x702260	0x302260	0x302260	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x702298	0x302298	0x302298	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7022d0	0x3022d0	0x3022d0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x702308	0x302308	0x302308	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x702340	0x302340	0x302340	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x702378	0x302378	0x302378	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7023b0	0x3023b0	0x3023b0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7023e8	0x3023e8	0x3023e8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x702420	0x302420	0x302420	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x702458	0x302458	0x302458	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x702490	0x302490	0x302490	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7024c8	0x3024c8	0x3024c8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x702500	0x302500	0x302500	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x702538	0x302538	0x302538	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x702570	0x302570	0x302570	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7025a8	0x3025a8	0x3025a8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7025e0	0x3025e0	0x3025e0	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x702618	0x302618	0x302618	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x702650	0x302650	0x302650	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x702688	0x302688	0x302688	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxtempl.h
0x7026c6	0x3026c6	0x3026c6	utf16le	[￠`郐V
0x7026dc	0x3026dc	0x3026dc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702714	0x302714	0x302714	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x70274c	0x30274c	0x30274c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702784	0x302784	0x302784	ascii	Warning: CoGetMalloc(MEMCTX_TASK, ...) failed --\n
0x7027b8	0x3027b8	0x3027b8	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x7027f0	0x3027f0	0x3027f0	ascii	"	perhaps AfxOleInit() has not been called.\n"
0x70281c	0x30281c	0x30281c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702854	0x302854	0x302854	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x70288c	0x30288c	0x30288c	ascii	Warning: destroying COleDocument with %d doc items.\n
0x7028c4	0x3028c4	0x3028c4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x7028fc	0x3028fc	0x3028fc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702934	0x302934	0x302934	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x70296c	0x30296c	0x30296c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x7029a4	0x3029a4	0x3029a4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x7029dc	0x3029dc	0x3029dc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702a14	0x302a14	0x302a14	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702a4c	0x302a4c	0x302a4c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702a84	0x302a84	0x302a84	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702abc	0x302abc	0x302abc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702af4	0x302af4	0x302af4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702b2c	0x302b2c	0x302b2c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702b64	0x302b64	0x302b64	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702b9c	0x302b9c	0x302b9c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702bd4	0x302bd4	0x302bd4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702c0c	0x302c0c	0x302c0c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702c44	0x302c44	0x302c44	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702c7c	0x302c7c	0x302c7c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702cb4	0x302cb4	0x302cb4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702cec	0x302cec	0x302cec	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702d24	0x302d24	0x302d24	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702d5c	0x302d5c	0x302d5c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702d94	0x302d94	0x302d94	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702dcc	0x302dcc	0x302dcc	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702e04	0x302e04	0x302e04	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702e3c	0x302e3c	0x302e3c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702e74	0x302e74	0x302e74	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702eac	0x302eac	0x302eac	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702ee4	0x302ee4	0x302ee4	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702f1c	0x302f1c	0x302f1c	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
0x702f54	0x302f54	0x302f54	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\src\mfc\oledoc1.cpp
